1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,20,21,24
1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,9,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,9,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,9,11,12,13,16,18,20,22,0
1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,9,11,12,13,16,18,0,0,0
1,0,0,0,0,1,2,3,4,5,7,8,11,12,13,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,20,21,24
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,1,0,0,0,1,2,3,4,5,7,10,11,12,14,16,18,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,20,21,25
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,20,21,26
0,0,1,0,0,1,2,3,4,5,7,10,11,12,13,16,19,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,1,0,1,2,3,4,6,7,9,11,12,10,16,18,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,20,21,23,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,0,0,0,0
0,0,0,0,1,1,2,3,4,5,7,10,11,12,15,17,20,21,24,0
